airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype
AH,1230,ALG,CDG,2024-12-03,2024-12-03T19:00:00Z,Departure,4,GCL,738
SF,1908,ALG,HME,2024-12-04,2024-12-04T18:30:00Z,Departure,1,SCT,738
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,6194,ALG,CZL,2024-12-05,2024-12-05T19:20:00Z,Departure,1,SCT,AT7
SF,1802,ALG,HME,2024-12-03,2024-12-03T18:15:00Z,Departure,1,BST,738
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:15:00Z,Departure,1,SCT,DH4
AH,6180,ALG,ORN,2024-12-05,2024-12-05T07:00:00Z,Departure,1,SCT,AT7
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:50:00Z,Arrival,4,SCT,737
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,330
AH,3000,ALG,SVO,2024-12-03,2024-12-03T20:00:00Z,Departure,4,OFB,738
AH,2063,BRU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,4,SCT,738
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,OFB,738
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:10:00Z,Arrival,4,SCT,736
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,ONB,DH2
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,BST,738
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,ONB,AT7
AH,5322,ALG,OUA,2024-12-04,2024-12-04T20:55:00Z,Departure,4,SCT,736
AH,4014,ALG,NKC,2024-12-04,2024-12-04T19:30:00Z,Departure,4,SCT,736
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,320
AH,6117,TLM,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,1,SCT,738
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:25:00Z,Arrival,1,ONB,737
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,ONB,738
AH,6106,ALG,ORN,2024-12-03,2024-12-03T20:45:00Z,Departure,1,SCT,738
AH,1005,ORY,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,330
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
AF,1354,CDG,ALG,2024-12-04,2024-12-04T23:25:00Z,Arrival,4,SCT,32A
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AH,2701,YUL,ALG,2024-12-04,2024-12-04T04:30:00Z,Arrival,4,SCT,332
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:30:00Z,Arrival,4,ONB,320
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,ONB,320
AH,6176,ALG,AAE,2024-12-04,2024-12-04T11:30:00Z,Departure,1,BST,AT7
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,BST,738
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
AH,6050,ALG,BJA,2024-12-04,2024-12-04T06:25:00Z,Departure,1,SCT,73H
AF,1854,CDG,ALG,2024-12-04,2024-12-04T13:20:00Z,Arrival,4,SCT,320
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:15:00Z,Departure,1,SCT,DH4
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,73H
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:15:00Z,Arrival,4,SCT,738
AZ,800,FCO,ALG,2024-12-04,2024-12-04T17:00:00Z,Arrival,4,SCT,32N
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
AH,3014,ALG,IST,2024-12-03,2024-12-03T23:00:00Z,Departure,4,BST,320
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
SF,1123,HME,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,738
AH,6182,ALG,ORN,2024-12-04,2024-12-04T12:30:00Z,Departure,1,SCT,AT7
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
QR,1379,DOH,ALG,2024-12-04,2024-12-04T13:28:00Z,Arrival,4,LAN,330
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T09:00:00Z,Departure,1,OFB,738
AH,2055,LHR,ALG,2024-12-03,2024-12-03T17:27:00Z,Arrival,4,ONB,332
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,319
AH,1191,BOD,ALG,2024-12-03,2024-12-03T19:19:00Z,Arrival,4,LAN,738
SF,1101,HME,ALG,2024-12-03,2024-12-03T16:38:00Z,Arrival,1,ONB,738
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:24:00Z,Arrival,1,ONB,736
SF,1332,ALG,IAM,2024-12-04,2024-12-04T05:15:00Z,Departure,1,DEL,DH2
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
SF,2320,ALG,AZR,2024-12-04,2024-12-04T13:30:00Z,Departure,1,SCT,DH4
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
AH,1075,LIL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,4,SCT,738
VY,7476,BCN,ALG,2024-12-05,2024-12-05T14:10:00Z,Arrival,4,SCT,32N
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:40:00Z,Arrival,1,SCT,738
SF,1849,BSK,ALG,2024-12-05,2024-12-05T17:20:00Z,Arrival,1,SCT,738
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,6238,GHA,ALG,2024-12-04,2024-12-04T05:10:00Z,Arrival,1,SCT,738
AH,6194,ALG,CZL,2024-12-04,2024-12-04T17:55:00Z,Departure,1,SCT,AT7
AH,6180,ALG,ORN,2024-12-04,2024-12-04T07:00:00Z,Departure,1,GCL,AT7
AH,6226,ALG,HME,2024-12-04,2024-12-04T07:15:00Z,Departure,1,SCT,AT7
SV,341,JED,ALG,2024-12-04,2024-12-04T13:30:00Z,Arrival,1,SCT,77W
TK,654,ALG,IST,2024-12-04,2024-12-04T17:35:00Z,Departure,4,SCT,78D
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:20:00Z,Arrival,1,SCT,737
AH,3017,IST,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,738
AH,1230,ALG,CDG,2024-12-04,2024-12-04T18:45:00Z,Departure,4,SCT,738
AH,6200,ALG,GHA,2024-12-04,2024-12-04T18:45:00Z,Departure,1,SCT,AT7
AH,2005,ALC,ALG,2024-12-04,2024-12-04T15:00:00Z,Arrival,4,SCT,738
TU,374,TUN,ALG,2024-12-04,2024-12-04T13:40:00Z,Arrival,4,SCT,32L
AH,6032,ALG,TEE,2024-12-04,2024-12-04T15:25:00Z,Departure,1,SCT,AT7
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,SCT,73H
AH,6182,ALG,ORN,2024-12-04,2024-12-04T12:30:00Z,Departure,1,SCT,AT7
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,1,SCT,736
TK,654,ALG,IST,2024-12-05,2024-12-05T17:35:00Z,Departure,4,SCT,32R
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,330
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,ONB,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:30:00Z,Arrival,1,SCT,738
AH,6238,GHA,ALG,2024-12-04,2024-12-04T05:10:00Z,Arrival,1,SCT,738
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:24:00Z,Arrival,1,ONB,736
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
AH,6042,ALG,BSK,2024-12-04,2024-12-04T16:40:00Z,Departure,1,SCT,736
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
AH,1036,ALG,LYS,2024-12-04,2024-12-04T10:05:00Z,Departure,4,OFB,320
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
SF,1875,ORN,ALG,2024-12-04,2024-12-04T16:00:00Z,Arrival,1,SCT,738
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:35:00Z,Departure,4,GCL,736
AH,6200,ALG,GHA,2024-12-04,2024-12-04T18:45:00Z,Departure,1,SCT,AT7
TK,651,IST,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,738
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,GCL,330
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:42:00Z,Arrival,4,SCT,320
LH,1318,FRA,ALG,2024-12-03,2024-12-03T23:55:00Z,Arrival,4,SCT,320
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:34:00Z,Arrival,0,LAN,738
AF,1854,CDG,ALG,2024-12-04,2024-12-04T13:01:00Z,Arrival,4,SCT,32A
AH,1013,CDG,ALG,2024-12-03,2024-12-03T22:25:00Z,Arrival,4,ONB,738
AH,1230,ALG,CDG,2024-12-03,2024-12-03T18:45:00Z,Departure,4,GCL,738
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,SCT,AT7
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:40:00Z,Arrival,4,SCT,73H
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,6195,CZL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,1,SCT,AT7
SF,1858,ALG,TMR,2024-12-03,2024-12-03T19:00:00Z,Departure,1,GCL,738
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:20:00Z,Arrival,1,SCT,AT7
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
SV,341,JED,ALG,2024-12-04,2024-12-04T13:12:00Z,Arrival,1,LAN,777
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,77W
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
TU,375,ALG,TUN,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,32L
AH,2014,ALG,BCN,2024-12-04,2024-12-04T16:45:00Z,Departure,4,SCT,738
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:50:00Z,Departure,4,BST,738
AH,6288,ALG,TMR,2024-12-04,2024-12-04T06:00:00Z,Departure,1,OFB,736
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,BST,738
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
SF,1101,HME,ALG,2024-12-03,2024-12-03T16:38:00Z,Arrival,1,ONB,738
AH,6137,CBH,ALG,2024-12-05,2024-12-05T01:55:00Z,Arrival,1,SCT,AT7
TU,375,ALG,TUN,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,32L
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,330
AH,2015,BCN,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,4,SCT,738
XY,662,ALG,MED,2024-12-04,2024-12-04T17:35:00Z,Departure,1,SCT,333
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:24:00Z,Arrival,4,SCT,320
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
SF,2321,AZR,ALG,2024-12-05,2024-12-05T12:00:00Z,Arrival,1,SCT,DH4
AH,6157,TMX,ALG,2024-12-04,2024-12-04T12:15:00Z,Arrival,1,SCT,AT7
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,333
AH,6050,ALG,BJA,2024-12-03,2024-12-03T19:00:00Z,Departure,1,OFB,738
AH,6148,ALG,CBH,2024-12-03,2024-12-03T22:00:00Z,Departure,1,DEL,736
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,738
SF,1802,ALG,HME,2024-12-03,2024-12-03T18:15:00Z,Departure,1,OFB,738
AH,6190,ALG,CZL,2024-12-04,2024-12-04T07:00:00Z,Departure,1,GCL,AT7
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,OFB,320
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,2701,YUL,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,4,SCT,332
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,ONB,738
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,SCT,319
AH,6106,ALG,ORN,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,738
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,6224,ALG,HME,2024-12-04,2024-12-04T20:10:00Z,Departure,1,SCT,AT7
AH,6226,ALG,HME,2024-12-03,2024-12-03T19:55:00Z,Departure,1,SCT,AT7
AH,6176,ALG,AAE,2024-12-04,2024-12-04T11:30:00Z,Departure,1,SCT,AT7
TO,7300,NTE,ALG,2024-12-05,2024-12-05T09:30:00Z,Arrival,4,SCT,73H
SF,1332,ALG,IAM,2024-12-04,2024-12-04T05:15:00Z,Departure,1,SCT,DH2
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
AH,1011,ORY,ALG,2024-12-04,2024-12-04T15:37:00Z,Arrival,4,DEL,738
SF,1979,BJA,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,1,SCT,DH4
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:30:00Z,Arrival,4,ONB,320
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:40:00Z,Arrival,4,SCT,73H
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:35:00Z,Departure,4,OFB,736
TK,655,IST,ALG,2024-12-05,2024-12-05T22:45:00Z,Arrival,4,SCT,R32
AH,6013,CZL,ALG,2024-12-03,2024-12-03T15:13:00Z,Arrival,1,ONB,738
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
SF,3000,ALG,CDG,2024-12-04,2024-12-04T17:00:00Z,Departure,4,SCT,738
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:15:00Z,Arrival,4,SCT,738
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,SCT,32N
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
AH,1008,ALG,ORY,2024-12-03,2024-12-03T18:35:00Z,Departure,4,BST,738
AH,3017,IST,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,738
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,736
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,BST,738
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
TK,655,IST,ALG,2024-12-03,2024-12-03T22:20:00Z,Arrival,4,SCT,737
AH,6244,ALG,IAM,2024-12-03,2024-12-03T20:30:00Z,Departure,1,DEL,AT7
SF,1802,ALG,HME,2024-12-05,2024-12-05T18:15:00Z,Departure,1,SCT,738
AH,1033,LYS,ALG,2024-12-05,2024-12-05T21:00:00Z,Arrival,4,SCT,736
AH,6255,ELU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,1,SCT,736
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,GCL,738
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:17:00Z,Arrival,4,ONB,320
QR,1379,DOH,ALG,2024-12-04,2024-12-04T13:20:00Z,Arrival,4,SCT,330
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:30:00Z,Arrival,4,ONB,320
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:34:00Z,Arrival,0,ONB,738
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:41:00Z,Arrival,1,ONB,738
AH,6185,ORN,ALG,2024-12-04,2024-12-04T00:45:00Z,Arrival,1,DEL,AT7
AH,5011,DSS,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,DEL,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
TK,651,IST,ALG,2024-12-04,2024-12-04T10:34:00Z,Arrival,4,ONB,738
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,330
AH,485,JED,ALG,2024-12-04,2024-12-04T06:05:00Z,Arrival,4,SCT,330
AH,6106,ALG,ORN,2024-12-03,2024-12-03T20:45:00Z,Departure,1,GCL,738
AF,1854,CDG,ALG,2024-12-04,2024-12-04T10:10:00Z,Arrival,4,SCT,32A
SF,1122,ALG,HME,2024-12-04,2024-12-04T11:15:00Z,Departure,1,SCT,738
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,OFB,737
AH,4062,ALG,DXB,2024-12-03,2024-12-03T22:05:00Z,Departure,4,GCL,332
AH,1217,ETZ,ALG,2024-12-03,2024-12-03T16:23:00Z,Arrival,4,ONB,738
SF,1855,TMR,ALG,2024-12-04,2024-12-04T17:50:00Z,Arrival,1,SCT,DH4
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,OFB,AT7
AH,1022,ALG,MRS,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,738
AH,6059,GJL,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,1,SCT,AT7
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,320
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,738
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:55:00Z,Arrival,4,SCT,320
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
AH,6180,ALG,ORN,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,SCT,738
TU,374,TUN,ALG,2024-12-04,2024-12-04T13:40:00Z,Arrival,4,SCT,32L
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:40:00Z,Arrival,4,SCT,736
AH,6227,HME,ALG,2024-12-05,2024-12-05T23:30:00Z,Arrival,1,SCT,AT7
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:55:00Z,Arrival,1,SCT,736
AH,2027,MXP,ALG,2024-12-04,2024-12-04T15:15:00Z,Arrival,4,SCT,738
AF,1655,ALG,CDG,2024-12-03,2024-12-03T19:15:00Z,Departure,4,OFB,223
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,OFB,738
SF,1969,CZL,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,485,JED,ALG,2024-12-04,2024-12-04T06:13:00Z,Arrival,1,ONB,330
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,SCT,738
AH,6106,ALG,ORN,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,738
LH,1317,ALG,FRA,2024-12-04,2024-12-04T14:00:00Z,Departure,4,GCL,320
AH,1002,ALG,CDG,2024-12-04,2024-12-04T07:15:00Z,Departure,4,SCT,738
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,32A
AH,6039,BLJ,ALG,2024-12-04,2024-12-04T18:00:00Z,Arrival,1,SCT,738
SF,1969,CZL,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,2005,ALC,ALG,2024-12-04,2024-12-04T15:00:00Z,Arrival,4,SCT,738
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
AF,1354,CDG,ALG,2024-12-03,2024-12-03T23:25:00Z,Arrival,4,SCT,320
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,6201,GHA,ALG,2024-12-05,2024-12-05T09:45:00Z,Arrival,1,SCT,AT7
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,6039,BLJ,ALG,2024-12-03,2024-12-03T18:59:00Z,Arrival,1,ONB,AT7
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:00:00Z,Departure,1,SCT,DH4
AH,3000,ALG,SVO,2024-12-03,2024-12-03T20:00:00Z,Departure,4,BST,738
SF,1855,TMR,ALG,2024-12-04,2024-12-04T17:50:00Z,Arrival,1,SCT,DH4
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
AH,6026,ALG,CZL,2024-12-04,2024-12-04T19:30:00Z,Departure,1,SCT,738
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,6217,OGX,ALG,2024-12-03,2024-12-03T23:40:00Z,Arrival,1,DEL,AT7
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
SF,1919,HME,ALG,2024-12-03,2024-12-03T15:37:00Z,Arrival,1,ONB,738
AH,6106,ALG,ORN,2024-12-05,2024-12-05T06:25:00Z,Departure,1,SCT,73H
AH,6150,CBH,ALG,2024-12-04,2024-12-04T02:00:00Z,Arrival,1,SCT,736
QR,1379,DOH,ALG,2024-12-04,2024-12-04T13:45:00Z,Arrival,4,SCT,359
AF,1855,ALG,CDG,2024-12-05,2024-12-05T14:40:00Z,Departure,4,SCT,319
AF,1655,ALG,CDG,2024-12-03,2024-12-03T19:15:00Z,Departure,4,SCT,223
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
SF,1850,ALG,CBH,2024-12-05,2024-12-05T09:00:00Z,Departure,1,SCT,738
AH,6312,ALG,DJG,2024-12-05,2024-12-05T23:00:00Z,Departure,1,SCT,736
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
TK,655,IST,ALG,2024-12-03,2024-12-03T22:15:00Z,Arrival,4,SCT,737
AF,1154,CDG,ALG,2024-12-05,2024-12-05T01:50:00Z,Arrival,4,SCT,319
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:50:00Z,Arrival,1,SCT,738
AH,5010,ALG,DSS,2024-12-05,2024-12-05T20:10:00Z,Departure,4,SCT,73H
AH,2063,BRU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,4,SCT,738
AH,1036,ALG,LYS,2024-12-04,2024-12-04T09:50:00Z,Departure,4,GCL,320
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,SCT,AT7
AF,1854,CDG,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,4,SCT,32A
AH,3018,ALG,IST,2024-12-04,2024-12-04T22:40:00Z,Departure,4,SCT,332
AH,6157,TMX,ALG,2024-12-04,2024-12-04T12:15:00Z,Arrival,1,SCT,AT7
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,ONB,320
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
