airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype,hour,weekday,month,date
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:20:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,319,3,Wednesday,December,2024-12-04
AH,6297,AZR,ALG,2024-12-04,2024-12-04 17:40:00+00:00,ARRIVAL,1,SCT,AT7,17,Wednesday,December,2024-12-04
AH,6156,ALG,TMX,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,OFB,AT7,7,Wednesday,December,2024-12-04
AH,3014,ALG,IST,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,738,19,Wednesday,December,2024-12-04
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:00:00+00:00,ARRIVAL,1,ONB,AT7,10,Wednesday,December,2024-12-04
AF,1854,CDG,ALG,2024-12-04,2024-12-04 13:00:00+00:00,ARRIVAL,4,SCT,32A,13,Wednesday,December,2024-12-04
AH,6006,ALG,AAE,2024-12-03,2024-12-03 19:40:00+00:00,DEPARTURE,1,BST,AT7,19,Tuesday,December,2024-12-03
SV,343,ALG,JED,2024-12-03,2024-12-03 23:40:00+00:00,DEPARTURE,1,SCT,777,23,Tuesday,December,2024-12-03
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:19:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,5324,ALG,NIM,2024-12-04,2024-12-04 20:35:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
AH,4003,TUN,ALG,2024-12-03,2024-12-03 19:49:00+00:00,ARRIVAL,4,ONB,736,19,Tuesday,December,2024-12-03
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:55:00+00:00,DEPARTURE,4,OFB,738,11,Wednesday,December,2024-12-04
SF,3000,ALG,CDG,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,4,SCT,738,8,Wednesday,December,2024-12-04
AH,5318,ALG,ABJ,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,OFB,738,22,Tuesday,December,2024-12-03
AH,1215,CDG,ALG,2024-12-04,2024-12-04 19:15:00+00:00,ARRIVAL,4,SCT,736,19,Wednesday,December,2024-12-04
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,SCT,736,13,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:43:00+00:00,ARRIVAL,4,ONB,738,6,Wednesday,December,2024-12-04
AH,6107,ORN,ALG,2024-12-04,2024-12-04 07:00:00+00:00,ARRIVAL,1,SCT,738,7,Wednesday,December,2024-12-04
TK,655,IST,ALG,2024-12-03,2024-12-03 22:20:00+00:00,ARRIVAL,4,SCT,737,22,Tuesday,December,2024-12-03
AH,6106,ALG,ORN,2024-12-04,2024-12-04 22:30:00+00:00,DEPARTURE,1,SCT,738,22,Wednesday,December,2024-12-04
AH,1071,MPL,ALG,2024-12-03,2024-12-03 17:47:00+00:00,ARRIVAL,4,ONB,736,17,Tuesday,December,2024-12-03
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,1003,CDG,ALG,2024-12-04,2024-12-04 13:32:00+00:00,ARRIVAL,4,ONB,738,13,Wednesday,December,2024-12-04
AH,1009,ORY,ALG,2024-12-05,2024-12-05 09:50:00+00:00,ARRIVAL,4,SCT,73H,9,Thursday,December,2024-12-05
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:17:00+00:00,ARRIVAL,4,LAN,320,10,Wednesday,December,2024-12-04
AH,2700,ALG,YUL,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,332,10,Wednesday,December,2024-12-04
AH,5010,ALG,DSS,2024-12-03,2024-12-03 20:10:00+00:00,DEPARTURE,4,SCT,738,20,Tuesday,December,2024-12-03
AH,6041,BSK,ALG,2024-12-03,2024-12-03 18:41:00+00:00,ARRIVAL,1,LAN,738,18,Tuesday,December,2024-12-03
V7,2438,BOD,ALG,2024-12-04,2024-12-04 09:10:00+00:00,ARRIVAL,4,SCT,320,9,Wednesday,December,2024-12-04
AH,4001,TUN,ALG,2024-12-04,2024-12-04 10:50:00+00:00,ARRIVAL,4,SCT,737,10,Wednesday,December,2024-12-04
AH,1001,CDG,ALG,2024-12-04,2024-12-04 16:45:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
TU,374,TUN,ALG,2024-12-05,2024-12-05 13:40:00+00:00,ARRIVAL,4,SCT,32L,13,Thursday,December,2024-12-05
AH,1013,CDG,ALG,2024-12-03,2024-12-03 22:50:00+00:00,ARRIVAL,4,SCT,738,22,Tuesday,December,2024-12-03
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 08:25:00+00:00,DEPARTURE,1,SCT,73H,8,Wednesday,December,2024-12-04
AF,1355,ALG,CDG,2024-12-04,2024-12-04 06:05:00+00:00,DEPARTURE,4,SCT,320,6,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-03,2024-12-03 15:37:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:30:00+00:00,ARRIVAL,1,DEL,738,0,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 08:25:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,2001,PMI,ALG,2024-12-05,2024-12-05 19:45:00+00:00,ARRIVAL,4,SCT,736,19,Thursday,December,2024-12-05
AH,1191,BOD,ALG,2024-12-03,2024-12-03 19:30:00+00:00,ARRIVAL,4,SCT,738,19,Tuesday,December,2024-12-03
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,330,12,Wednesday,December,2024-12-04
AH,6253,ELU,ALG,2024-12-04,2024-12-04 15:40:00+00:00,ARRIVAL,1,SCT,736,15,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 13:40:00+00:00,DEPARTURE,4,SCT,321,13,Wednesday,December,2024-12-04
AH,6236,ALG,GHA,2024-12-03,2024-12-03 21:30:00+00:00,DEPARTURE,1,SCT,737,21,Tuesday,December,2024-12-03
AH,2070,ALG,FRA,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,4,SCT,736,10,Wednesday,December,2024-12-04
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
AH,4079,DOH,ALG,2024-12-03,2024-12-03 15:27:00+00:00,ARRIVAL,4,ONB,330,15,Tuesday,December,2024-12-03
IB,930,ALG,MAD,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,320,19,Wednesday,December,2024-12-04
AH,1231,CDG,ALG,2024-12-04,2024-12-04 10:03:00+00:00,ARRIVAL,4,ONB,738,10,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:55:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,2063,BRU,ALG,2024-12-04,2024-12-04 16:35:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
AH,1045,TLS,ALG,2024-12-03,2024-12-03 20:10:00+00:00,ARRIVAL,4,SCT,736,20,Tuesday,December,2024-12-03
AH,6292,ALG,DJG,2024-12-03,2024-12-03 23:20:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,6191,CZL,ALG,2024-12-04,2024-12-04 10:10:00+00:00,ARRIVAL,1,SCT,AT7,10,Wednesday,December,2024-12-04
TO,7261,ALG,ORY,2024-12-04,2024-12-04 17:30:00+00:00,DEPARTURE,4,SCT,73H,17,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 08:25:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:17:00+00:00,ARRIVAL,4,ONB,320,10,Wednesday,December,2024-12-04
AH,3016,ALG,IST,2024-12-04,2024-12-04 09:40:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,6007,AAE,ALG,2024-12-04,2024-12-04 07:15:00+00:00,ARRIVAL,1,SCT,AT7,7,Wednesday,December,2024-12-04
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,OFB,736,8,Wednesday,December,2024-12-04
AH,6254,ALG,ELU,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,1,GCL,736,9,Wednesday,December,2024-12-04
AH,6251,ELU,ALG,2024-12-05,2024-12-05 19:40:00+00:00,ARRIVAL,1,SCT,AT7,19,Thursday,December,2024-12-05
LH,1317,ALG,FRA,2024-12-04,2024-12-04 13:40:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,DX,AT7,11,Wednesday,December,2024-12-04
AH,6103,ORN,ALG,2024-12-04,2024-12-04 18:35:00+00:00,ARRIVAL,1,SCT,AT7,18,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:25:00+00:00,ARRIVAL,1,ONB,736,11,Wednesday,December,2024-12-04
MS,892,ALG,CAI,2024-12-05,2024-12-05 00:50:00+00:00,DEPARTURE,4,SCT,32N,0,Thursday,December,2024-12-05
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-03,2024-12-03 19:00:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
AH,2701,YUL,ALG,2024-12-04,2024-12-04 04:15:00+00:00,ARRIVAL,4,SCT,332,4,Wednesday,December,2024-12-04
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,2015,BCN,ALG,2024-12-03,2024-12-03 19:50:00+00:00,ARRIVAL,4,ONB,737,19,Tuesday,December,2024-12-03
AF,1855,ALG,CDG,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32A,14,Wednesday,December,2024-12-04
SV,340,ALG,JED,2024-12-04,2024-12-04 15:30:00+00:00,DEPARTURE,1,SCT,777,15,Wednesday,December,2024-12-04
AH,1004,ALG,ORY,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,330,12,Wednesday,December,2024-12-04
SF,1421,KRECHBA,ALG,2024-12-05,2024-12-05 15:10:00+00:00,ARRIVAL,1,SCT,DH2,15,Thursday,December,2024-12-05
AH,1011,ORY,ALG,2024-12-03,2024-12-03 15:24:00+00:00,ARRIVAL,4,ONB,738,15,Tuesday,December,2024-12-03
SF,1803,HME,ALG,2024-12-04,2024-12-04 08:30:00+00:00,ARRIVAL,1,SCT,738,8,Wednesday,December,2024-12-04
AF,1854,CDG,ALG,2024-12-04,2024-12-04 13:00:00+00:00,ARRIVAL,4,ONB,32A,13,Wednesday,December,2024-12-04
AH,5011,DSS,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,4,ONB,738,8,Wednesday,December,2024-12-04
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,OFB,738,11,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,6226,ALG,HME,2024-12-04,2024-12-04 07:15:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,1,SCT,AT7,10,Wednesday,December,2024-12-04
AH,4002,ALG,TUN,2024-12-04,2024-12-04 16:50:00+00:00,DEPARTURE,4,SCT,738,16,Wednesday,December,2024-12-04
AH,6217,OGX,ALG,2024-12-03,2024-12-03 23:40:00+00:00,ARRIVAL,1,DEL,AT7,23,Tuesday,December,2024-12-03
VF,273,SAW,ALG,2024-12-04,2024-12-04 13:15:00+00:00,ARRIVAL,0,SCT,738,13,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
TU,374,TUN,ALG,2024-12-04,2024-12-04 13:40:00+00:00,ARRIVAL,4,SCT,32L,13,Wednesday,December,2024-12-04
AH,6024,ALG,CZL,2024-12-05,2024-12-05 06:10:00+00:00,DEPARTURE,1,SCT,73H,6,Thursday,December,2024-12-05
AH,4001,TUN,ALG,2024-12-04,2024-12-04 10:31:00+00:00,ARRIVAL,4,ONB,737,10,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:50:00+00:00,ARRIVAL,1,SCT,738,0,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:35:00+00:00,ARRIVAL,1,DEL,AT7,20,Tuesday,December,2024-12-03
AH,6191,CZL,ALG,2024-12-04,2024-12-04 09:55:00+00:00,ARRIVAL,1,SCT,AT7,9,Wednesday,December,2024-12-04
AH,6041,BSK,ALG,2024-12-03,2024-12-03 18:41:00+00:00,ARRIVAL,1,ONB,738,18,Tuesday,December,2024-12-03
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,32R,11,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-04,2024-12-04 19:15:00+00:00,ARRIVAL,4,SCT,736,19,Wednesday,December,2024-12-04
AH,1011,ORY,ALG,2024-12-03,2024-12-03 15:24:00+00:00,ARRIVAL,4,ONB,738,15,Tuesday,December,2024-12-03
SF,1501,HRM,ALG,2024-12-04,2024-12-04 09:15:00+00:00,ARRIVAL,1,ONB,DH2,9,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:20:00+00:00,ARRIVAL,4,SCT,321,12,Wednesday,December,2024-12-04
SF,1121,HME,ALG,2024-12-04,2024-12-04 17:55:00+00:00,ARRIVAL,1,SCT,738,17,Wednesday,December,2024-12-04
MS,845,CAI,ALG,2024-12-04,2024-12-04 12:45:00+00:00,ARRIVAL,4,SCT,321,12,Wednesday,December,2024-12-04
TO,7261,ALG,ORY,2024-12-04,2024-12-04 17:30:00+00:00,DEPARTURE,4,SCT,73H,17,Wednesday,December,2024-12-04
AH,3019,IST,ALG,2024-12-04,2024-12-04 06:45:00+00:00,ARRIVAL,4,SCT,332,6,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,319,3,Wednesday,December,2024-12-04
TO,7301,ALG,NTE,2024-12-03,2024-12-03 19:35:00+00:00,DEPARTURE,4,BST,737,19,Tuesday,December,2024-12-03
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:45:00+00:00,DEPARTURE,1,SCT,738,20,Tuesday,December,2024-12-03
AH,6107,ORN,ALG,2024-12-04,2024-12-04 06:47:00+00:00,ARRIVAL,1,ONB,738,6,Wednesday,December,2024-12-04
AH,6454,ALG,AZR,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,1,SCT,736,20,Wednesday,December,2024-12-04
AF,1655,ALG,CDG,2024-12-03,2024-12-03 19:15:00+00:00,DEPARTURE,4,SCT,223,19,Tuesday,December,2024-12-03
SF,1120,ALG,HME,2024-12-04,2024-12-04 09:30:00+00:00,DEPARTURE,1,GCL,738,9,Wednesday,December,2024-12-04
SF,2382,ALG,CBH,2024-12-04,2024-12-04 19:00:00+00:00,DEPARTURE,1,SCT,DH4,19,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,4,SCT,32N,10,Wednesday,December,2024-12-04
SF,1908,ALG,HME,2024-12-04,2024-12-04 18:30:00+00:00,DEPARTURE,1,SCT,738,18,Wednesday,December,2024-12-04
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:45:00+00:00,DEPARTURE,1,SCT,738,20,Tuesday,December,2024-12-03
AH,6226,ALG,HME,2024-12-03,2024-12-03 19:55:00+00:00,DEPARTURE,1,SCT,AT7,19,Tuesday,December,2024-12-03
AH,4000,ALG,TUN,2024-12-04,2024-12-04 07:10:00+00:00,DEPARTURE,4,GCL,737,7,Wednesday,December,2024-12-04
AH,1231,CDG,ALG,2024-12-04,2024-12-04 10:15:00+00:00,ARRIVAL,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6106,ALG,ORN,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,1,SCT,738,20,Tuesday,December,2024-12-03
AH,6288,ALG,TMR,2024-12-04,2024-12-04 06:00:00+00:00,DEPARTURE,1,SCT,736,6,Wednesday,December,2024-12-04
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AF,1854,CDG,ALG,2024-12-04,2024-12-04 13:01:00+00:00,ARRIVAL,4,SCT,32A,13,Wednesday,December,2024-12-04
AH,6121,TLM,ALG,2024-12-05,2024-12-05 18:00:00+00:00,ARRIVAL,1,SCT,AT7,18,Thursday,December,2024-12-05
AH,1074,ALG,LIL,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,4,OFB,738,8,Wednesday,December,2024-12-04
AH,4036,ALG,CAI,2024-12-04,2024-12-04 20:30:00+00:00,DEPARTURE,4,SCT,320,20,Wednesday,December,2024-12-04
AH,1023,MRS,ALG,2024-12-04,2024-12-04 12:10:00+00:00,ARRIVAL,4,SCT,738,12,Wednesday,December,2024-12-04
AH,5318,ALG,ABJ,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
AH,6043,BSK,ALG,2024-12-04,2024-12-04 19:10:00+00:00,ARRIVAL,1,SCT,736,19,Wednesday,December,2024-12-04
AH,1009,ORY,ALG,2024-12-04,2024-12-04 09:46:00+00:00,ARRIVAL,4,ONB,738,9,Wednesday,December,2024-12-04
AH,6176,ALG,AAE,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,4000,ALG,TUN,2024-12-04,2024-12-04 07:10:00+00:00,DEPARTURE,4,SCT,737,7,Wednesday,December,2024-12-04
AH,485,JED,ALG,2024-12-04,2024-12-04 06:13:00+00:00,ARRIVAL,1,ONB,330,6,Wednesday,December,2024-12-04
TU,375,ALG,TUN,2024-12-05,2024-12-05 14:40:00+00:00,DEPARTURE,4,SCT,32L,14,Thursday,December,2024-12-05
AZ,801,ALG,FCO,2024-12-04,2024-12-04 17:50:00+00:00,DEPARTURE,4,SCT,32N,17,Wednesday,December,2024-12-04
AH,5326,ALG,BKO,2024-12-04,2024-12-04 20:30:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
AH,6150,CBH,ALG,2024-12-04,2024-12-04 02:40:00+00:00,ARRIVAL,1,SCT,736,2,Wednesday,December,2024-12-04
AH,6289,TMR,ALG,2024-12-04,2024-12-04 11:55:00+00:00,ARRIVAL,1,SCT,736,11,Wednesday,December,2024-12-04
AH,1021,MRS,ALG,2024-12-03,2024-12-03 17:18:00+00:00,ARRIVAL,4,ONB,738,17,Tuesday,December,2024-12-03
SF,1802,ALG,HME,2024-12-03,2024-12-03 18:15:00+00:00,DEPARTURE,1,OFB,738,18,Tuesday,December,2024-12-03
V7,2439,ALG,BOD,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
V7,2439,ALG,BOD,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
AH,4079,DOH,ALG,2024-12-03,2024-12-03 15:27:00+00:00,ARRIVAL,4,ONB,330,15,Tuesday,December,2024-12-03
AH,6196,ALG,CZL,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,1,OFB,AT7,11,Wednesday,December,2024-12-04
AH,1037,LYS,ALG,2024-12-04,2024-12-04 15:15:00+00:00,ARRIVAL,4,DEL,320,15,Wednesday,December,2024-12-04
AH,2700,ALG,YUL,2024-12-04,2024-12-04 10:30:00+00:00,DEPARTURE,4,BST,332,10,Wednesday,December,2024-12-04
AH,4002,ALG,TUN,2024-12-04,2024-12-04 16:50:00+00:00,DEPARTURE,4,SCT,738,16,Wednesday,December,2024-12-04
AH,6477,EBH,ALG,2024-12-05,2024-12-05 13:50:00+00:00,ARRIVAL,1,SCT,AT7,13,Thursday,December,2024-12-05
AH,1230,ALG,CDG,2024-12-04,2024-12-04 18:45:00+00:00,DEPARTURE,4,SCT,738,18,Wednesday,December,2024-12-04
TO,7315,ALG,SXB,2024-12-04,2024-12-04 10:40:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
EK,0758,ALG,DXB,2024-12-04,2024-12-04 15:40:00+00:00,DEPARTURE,4,SCT,773,15,Wednesday,December,2024-12-04
AF,1555,ALG,CDG,2024-12-05,2024-12-05 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Thursday,December,2024-12-05
AH,5324,ALG,NIM,2024-12-04,2024-12-04 20:35:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
AH,5318,ALG,ABJ,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,4,SCT,73H,20,Wednesday,December,2024-12-04
AH,1020,ALG,MRS,2024-12-04,2024-12-04 13:20:00+00:00,DEPARTURE,4,SCT,738,13,Wednesday,December,2024-12-04
AH,2015,BCN,ALG,2024-12-04,2024-12-04 20:25:00+00:00,ARRIVAL,4,SCT,738,20,Wednesday,December,2024-12-04
TK,655,IST,ALG,2024-12-03,2024-12-03 22:14:00+00:00,ARRIVAL,4,ONB,737,22,Tuesday,December,2024-12-03
TK,656,ALG,IST,2024-12-04,2024-12-04 23:55:00+00:00,DEPARTURE,4,SCT,32R,23,Wednesday,December,2024-12-04
AH,6160,ALG,TMX,2024-12-03,2024-12-03 23:10:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,1037,LYS,ALG,2024-12-04,2024-12-04 14:25:00+00:00,ARRIVAL,4,SCT,320,14,Wednesday,December,2024-12-04
AH,6150,ALG,TIN,2024-12-03,2024-12-03 19:30:00+00:00,DEPARTURE,1,BST,736,19,Tuesday,December,2024-12-03
SF,1321,IAM,ALG,2024-12-04,2024-12-04 17:00:00+00:00,ARRIVAL,1,SCT,738,17,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:41:00+00:00,ARRIVAL,1,ONB,738,0,Wednesday,December,2024-12-04
SF,1803,HME,ALG,2024-12-04,2024-12-04 08:05:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
AH,2029,VIE,ALG,2024-12-04,2024-12-04 18:50:00+00:00,ARRIVAL,4,SCT,737,18,Wednesday,December,2024-12-04
AH,6197,CZL,ALG,2024-12-04,2024-12-04 14:55:00+00:00,ARRIVAL,1,SCT,AT7,14,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-04,2024-12-04 08:57:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
AH,6179,AAE,ALG,2024-12-04,2024-12-04 21:45:00+00:00,ARRIVAL,1,SCT,AT7,21,Wednesday,December,2024-12-04
VF,273,SAW,ALG,2024-12-04,2024-12-04 13:15:00+00:00,ARRIVAL,0,SCT,738,13,Wednesday,December,2024-12-04
SF,2320,ALG,AZR,2024-12-04,2024-12-04 14:00:00+00:00,DEPARTURE,1,SCT,DH4,14,Wednesday,December,2024-12-04
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,738,12,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
AH,4062,ALG,DXB,2024-12-04,2024-12-04 22:05:00+00:00,DEPARTURE,4,SCT,332,22,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,AT7,22,Tuesday,December,2024-12-03
TU,374,TUN,ALG,2024-12-04,2024-12-04 13:40:00+00:00,ARRIVAL,4,SCT,32L,13,Wednesday,December,2024-12-04
AH,4001,TUN,ALG,2024-12-04,2024-12-04 10:31:00+00:00,ARRIVAL,4,ONB,737,10,Wednesday,December,2024-12-04
AH,5322,ALG,OUA,2024-12-04,2024-12-04 20:55:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
AH,1009,ORY,ALG,2024-12-04,2024-12-04 09:50:00+00:00,ARRIVAL,4,SCT,738,9,Wednesday,December,2024-12-04
AH,1003,CDG,ALG,2024-12-04,2024-12-04 13:40:00+00:00,ARRIVAL,4,DEL,738,13,Wednesday,December,2024-12-04
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,SCT,738,11,Wednesday,December,2024-12-04
AH,2015,BCN,ALG,2024-12-04,2024-12-04 20:25:00+00:00,ARRIVAL,4,SCT,738,20,Wednesday,December,2024-12-04
